Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2017-11-24,44.45,44.54,44.24,44.46,3805890.0,0.0,1.0,44.45,44.54,44.24,44.46,3805890.0
2017-11-22,44.89,44.95,44.21,44.29,9835484.0,0.0,1.0,44.89,44.95,44.21,44.29,9835484.0
2017-11-21,45.07,45.178999999999995,44.66,44.97,11450781.0,0.0,1.0,45.07,45.178999999999995,44.66,44.97,11450781.0
2017-11-20,44.48,45.09,44.26,44.88,15067863.0,0.0,1.0,44.48,45.09,44.26,44.88,15067863.0
2017-11-17,43.53,44.14,43.485,43.88,10529689.0,0.0,1.0,43.53,44.14,43.485,43.88,10529689.0
2017-11-16,43.04,43.63,42.8001,43.6,11234943.0,0.0,1.0,43.04,43.63,42.8001,43.6,11234943.0
2017-11-15,42.73,43.04,42.1,42.86,13338214.0,0.0,1.0,42.73,43.04,42.1,42.86,13338214.0
2017-11-14,43.15,43.45,42.74,43.0,9368337.0,0.0,1.0,43.15,43.45,42.74,43.0,9368337.0
2017-11-13,42.6,43.63,42.55,43.57,11381560.0,0.0,1.0,42.6,43.63,42.55,43.57,11381560.0
2017-11-10,42.14,43.0,42.06,42.66,14042161.0,0.0,1.0,42.14,43.0,42.06,42.66,14042161.0
2017-11-09,42.04,42.155,41.62,42.11,8758271.0,0.0,1.0,42.04,42.155,41.62,42.11,8758271.0
2017-11-07,42.15,42.41,41.59,41.7,8866608.0,0.0,1.0,42.15,42.41,41.59,41.7,8866608.0
2017-11-06,42.3,42.36,41.35,42.14,14113230.0,0.0,1.0,42.3,42.36,41.35,42.14,14113230.0
2017-11-03,42.6,42.73,42.19,42.34,9800780.0,0.0,1.0,42.6,42.73,42.19,42.34,9800780.0
2017-11-02,43.3,43.3,42.46,42.6,11941979.0,0.0,1.0,43.3,43.3,42.46,42.6,11941979.0
2017-11-01,42.72,43.37,41.9,43.13,14548112.0,0.0,1.0,42.72,43.37,41.9,43.13,14548112.0
2017-10-31,43.23,43.67,42.96,42.98,13187637.0,0.0,1.0,43.23,43.67,42.96,42.98,13187637.0
2017-10-30,43.04,43.81,42.26,43.37,23726133.0,0.0,1.0,43.04,43.81,42.26,43.37,23726133.0
2017-10-27,45.14,45.1699,44.1,44.64,11787408.0,0.0,1.0,45.14,45.1699,44.1,44.64,11787408.0
2017-10-26,45.19,45.64,45.1,45.25,9614777.0,0.0,1.0,45.19,45.64,45.1,45.25,9614777.0
2017-10-25,45.7,45.97,44.77,45.13,16887974.0,0.0,1.0,45.7,45.97,44.77,45.13,16887974.0
2017-10-24,45.91,46.76,45.72,46.48,27349334.0,0.0,1.0,45.91,46.76,45.72,46.48,27349334.0
2017-10-23,45.54,45.81,45.15,45.15,10745983.0,0.0,1.0,45.54,45.81,45.15,45.15,10745983.0
2017-10-20,45.5,45.73,45.14,45.61,12167905.0,0.0,1.0,45.5,45.73,45.14,45.61,12167905.0
2017-10-19,44.75,45.4,44.56,45.35,11618140.0,0.0,1.0,44.75,45.4,44.56,45.35,11618140.0
2017-10-18,45.28,45.59,45.03,45.12,10865049.0,0.0,1.0,45.28,45.59,45.03,45.12,10865049.0
2017-10-17,45.8,46.06,44.955,45.02,14054178.0,0.0,1.0,45.8,46.06,44.955,45.02,14054178.0
2017-10-16,45.77,45.8601,45.35,45.76,8830614.0,0.0,1.0,45.77,45.8601,45.35,45.76,8830614.0
2017-10-13,45.28,46.11,45.0,45.88,13874496.0,0.0,1.0,45.28,46.11,45.0,45.88,13874496.0
2017-10-12,44.97,45.43,44.15,44.89,15638480.0,0.0,1.0,44.97,45.43,44.15,44.89,15638480.0
2017-10-11,45.3,45.59,45.08,45.47,13042564.0,0.0,1.0,45.3,45.59,45.08,45.47,13042564.0
2017-10-10,45.29,45.4,44.86,45.21,14021319.0,0.0,1.0,45.29,45.4,44.86,45.21,14021319.0
2017-10-09,45.03,45.43,44.93,45.33,10922813.0,0.0,1.0,45.03,45.43,44.93,45.33,10922813.0
2017-10-06,44.04,45.17,44.0,44.93,20179362.0,0.0,1.0,44.04,45.17,44.0,44.93,20179362.0
2017-10-05,43.9,44.08,43.68,43.85,14471931.0,0.0,1.0,43.9,44.08,43.68,43.85,14471931.0
2017-10-04,43.35,43.94,43.2,43.78,13352621.0,0.0,1.0,43.35,43.94,43.2,43.78,13352621.0
2017-10-03,43.12,43.7,43.0,43.45,30830984.0,0.0,1.0,43.12,43.7,43.0,43.45,30830984.0
2017-10-02,41.01,42.48,40.8,42.15,33784873.0,0.0,1.0,41.01,42.48,40.8,42.15,33784873.0
2017-09-29,40.56,40.67,40.27,40.38,8873863.0,0.0,1.0,40.56,40.67,40.27,40.38,8873863.0
2017-09-28,40.48,40.58,40.37,40.58,9634952.0,0.0,1.0,40.48,40.58,40.37,40.58,9634952.0
2017-09-27,40.31,40.69,40.16,40.58,9541847.0,0.0,1.0,40.31,40.69,40.16,40.58,9541847.0
2017-09-26,40.33,40.62,40.18,40.26,13104827.0,0.0,1.0,40.33,40.62,40.18,40.26,13104827.0
2017-09-25,40.19,40.64,40.0,40.3,21319087.0,0.0,1.0,40.19,40.64,40.0,40.3,21319087.0
2017-09-22,39.3,39.54,39.18,39.42,12620751.0,0.0,1.0,39.3,39.54,39.18,39.42,12620751.0
2017-09-21,38.86,39.235,38.86,39.1,13808398.0,0.0,1.0,38.86,39.235,38.86,39.1,13808398.0
2017-09-20,38.86,39.0,38.69,38.88,10035109.0,0.0,1.0,38.86,39.0,38.69,38.88,10035109.0
2017-09-19,38.54,38.87,38.54,38.7,11393439.0,0.0,1.0,38.54,38.87,38.54,38.7,11393439.0
2017-09-18,38.9,38.98,38.55,38.59,12353896.0,0.0,1.0,38.9,38.98,38.55,38.59,12353896.0
2017-09-15,38.74,39.03,38.64,38.88,25094533.0,0.0,1.0,38.74,39.03,38.64,38.88,25094533.0
2017-09-14,38.19,39.18,38.11,38.79,17505885.0,0.0,1.0,38.19,39.18,38.11,38.79,17505885.0
2017-09-13,37.88,38.28,37.82,38.21,10605661.0,0.0,1.0,37.88,38.28,37.82,38.21,10605661.0
2017-09-12,37.41,38.0,37.35,37.89,10756908.0,0.0,1.0,37.41,38.0,37.35,37.89,10756908.0
2017-09-11,37.11,37.48,37.04,37.35,13411693.0,0.0,1.0,37.11,37.48,37.04,37.35,13411693.0
2017-09-08,36.8,37.04,36.62,37.0,8088389.0,0.0,1.0,36.8,37.04,36.62,37.0,8088389.0
2017-09-07,37.4,37.43,36.7,36.91,14240273.0,0.38,1.0,37.4,37.43,36.7,36.91,14240273.0
2017-09-06,37.51,37.74,37.33,37.67,12178928.0,0.0,1.0,37.127758112094,37.355414320193,36.949592384017,37.286127648162996,12178928.0
2017-09-05,37.29,37.43,36.865,37.23,12714793.0,0.0,1.0,36.91,37.048573344059996,36.489330919818,36.850611423974,12714793.0
2017-09-01,36.73,37.75,36.65,37.36,17966320.0,0.0,1.0,36.35570662376,37.365312416197,36.276521855725,36.97928667203,17966320.0
2017-08-31,35.9,36.74,35.9,36.54,13502860.0,0.0,1.0,35.534164655404,36.365604719764,35.534164655404,36.167642799678,13502860.0
2017-08-30,35.54,35.84,35.41,35.82,7236824.0,0.0,1.0,35.177833199249,35.474776079377996,35.049157951192996,35.454979887369,7236824.0
2017-08-29,35.35,35.55,35.21,35.52,5519507.0,0.0,1.0,34.989769375168,35.187731295253,34.851196031107996,35.158037007241,5519507.0
2017-08-28,35.68,35.78,35.295,35.51,7968991.0,0.0,1.0,35.316406543309,35.415387503352,34.935329847144,35.148138911236,7968991.0
2017-08-25,35.54,35.88,35.54,35.6,6649633.0,0.0,1.0,35.177833199249,35.514368463395,35.177833199249,35.237221775275,6649633.0
2017-08-24,35.64,35.73,35.45,35.52,4901420.0,0.0,1.0,35.276814159292,35.365897023331,35.088750335211,35.158037007241,4901420.0
2017-08-23,35.27,35.66,35.12,35.49,6405900.0,0.0,1.0,34.910584607133,35.296610351301,34.762113167069,35.128342719228,6405900.0
2017-08-22,35.0,35.42,34.97,35.3,7802711.0,0.0,1.0,34.643336015017,35.059056047198,34.613641727005,34.940278895146,7802711.0
2017-08-21,34.9,35.06,34.785,34.91,5628327.0,0.0,1.0,34.544355054975,34.702724591043,34.430526950925,34.554253150979,5628327.0
2017-08-18,34.9,35.06,34.61,34.83,7156168.0,0.0,1.0,34.544355054975,34.702724591043,34.25731027085,34.475068382944,7156168.0
2017-08-17,35.61,35.655,34.97,35.0,6895608.0,0.0,1.0,35.247119871279004,35.291661303298,34.613641727005,34.643336015017,6895608.0
2017-08-16,35.65,35.77,35.52,35.75,6851339.0,0.0,1.0,35.286712255296,35.405489407348,35.158037007241,35.385693215338996,6851339.0
2017-08-15,35.56,35.86,35.42,35.54,5918774.0,0.0,1.0,35.197629391258005,35.494572271386,35.059056047198,35.177833199249,5918774.0
2017-08-14,35.16,35.56,35.05,35.47,7332781.0,0.0,1.0,34.801705551086,35.197629391258005,34.692826495039,35.108546527219,7332781.0
2017-08-11,34.97,35.205,34.8628,34.93,6782576.0,0.0,1.0,34.613641727005,34.846246983105004,34.507534137838995,34.574049342986996,6782576.0
2017-08-10,35.2,35.3,34.87,34.88,9591314.0,0.0,1.0,34.841297935103,34.940278895146,34.514660766962,34.524558862965996,9591314.0
2017-08-09,35.15,35.435,35.07,35.28,8166427.0,0.0,1.0,34.791807455082,35.073903191203996,34.712622687047,34.920482703138,8166427.0
2017-08-08,35.3,35.83,35.23,35.39,9018853.0,0.0,1.0,34.940278895146,35.464877983374,34.870992223116005,35.029361759185,9018853.0
2017-08-07,35.16,35.395,35.12,35.3,8222953.0,0.0,1.0,34.801705551086,35.034310807187,34.762113167069,34.940278895146,8222953.0
2017-08-04,34.97,35.45,34.76,35.27,9129428.0,0.0,1.0,34.613641727005,35.088750335211,34.405781710914,34.910584607133,9129428.0
2017-08-03,34.92,35.19,34.75,34.77,10342855.0,0.0,1.0,34.564151246983,34.831399839099,34.39588361491,34.415679806918995,10342855.0
2017-08-02,34.64,34.99,34.62,34.82,9223763.0,0.0,1.0,34.287004558863,34.633437919013,34.267208366854,34.46517028694,9223763.0
2017-08-01,35.81,35.98,34.59,34.76,21525478.0,0.0,1.0,35.445081791365,35.613349423438,34.237514078842004,34.405781710914,21525478.0
2017-07-31,35.82,36.3,35.79,35.98,13788394.0,0.0,1.0,35.454979887369,35.930088495575,35.425285599355995,35.613349423438,13788394.0
2017-07-28,35.82,35.87,35.48,35.77,7346473.0,0.0,1.0,35.454979887369,35.504470367391,35.118444623223,35.405489407348,7346473.0
2017-07-27,35.52,35.99,35.38,35.94,9899560.0,0.0,1.0,35.158037007241,35.623247519442,35.01946366318,35.573757039421004,9899560.0
2017-07-26,35.55,35.91,35.4,35.62,10732158.0,0.0,1.0,35.187731295253,35.544062751408,35.039259855189,35.257017967283,10732158.0
2017-07-25,35.94,36.17,35.5,35.57,14478788.0,0.0,1.0,35.573757039421004,35.801413247519,35.138240815232,35.207527487262,14478788.0
2017-07-24,35.99,36.09,35.723,35.82,11087271.0,0.0,1.0,35.623247519442,35.722228479485004,35.358968356128,35.454979887369,11087271.0
2017-07-21,36.05,36.11,35.71,36.07,8784745.0,0.0,1.0,35.682636095468,35.742024671494,35.346100831322,35.702432287477,8784745.0
2017-07-20,36.5,36.63,36.29,36.41,10003725.0,0.0,1.0,36.128050415661,36.256725663717,35.920190399571,36.038967551622,10003725.0
2017-07-19,36.38,36.54,36.3,36.47,7731874.0,0.0,1.0,36.00927326361,36.167642799678,35.930088495575,36.098356127648,7731874.0
2017-07-18,36.31,36.485,36.22,36.43,7710494.0,0.0,1.0,35.93998659158,36.113203271655,35.850903727540995,36.058763743631,7710494.0
2017-07-17,36.38,36.54,36.2,36.38,10618328.0,0.0,1.0,36.00927326361,36.167642799678,35.831107535532,36.00927326361,10618328.0
2017-07-14,36.03,36.435,35.98,36.35,9859871.0,0.0,1.0,35.662839903459,36.063712791633,35.613349423438,35.979578975597,9859871.0
2017-07-13,35.5,36.12,35.45,35.86,13708858.0,0.0,1.0,35.138240815232,35.751922767498,35.088750335211,35.494572271386,13708858.0
2017-07-12,35.5,35.9,35.47,35.5,7509014.0,0.0,1.0,35.138240815232,35.534164655404,35.108546527219,35.138240815232,7509014.0
2017-07-11,35.19,35.46,35.14,35.4,10113833.0,0.0,1.0,34.831399839099,35.098648431215,34.781909359078,35.039259855189,10113833.0
2017-07-10,35.0,35.35,34.87,35.19,10535123.0,0.0,1.0,34.643336015017,34.989769375168,34.514660766962,34.831399839099,10535123.0
2017-07-07,35.0,35.045,34.77,34.94,8448806.0,0.0,1.0,34.643336015017,34.687877447037,34.415679806918995,34.583947438992,8448806.0
2017-07-06,34.87,35.16,34.73,34.87,8525884.0,0.0,1.0,34.514660766962,34.801705551086,34.376087422902,34.514660766962,8525884.0
2017-07-05,35.57,35.58,34.88,35.01,10641473.0,0.0,1.0,35.207527487262,35.217425583266,34.524558862965996,34.653234111022,10641473.0
2017-07-03,34.52,36.0,34.45,35.57,10915736.0,0.0,1.0,34.168227406811,35.633145615447,34.098940734780996,35.207527487262,10915736.0
2017-06-30,34.97,35.05,34.77,34.93,7491119.0,0.0,1.0,34.613641727005,34.692826495039,34.415679806918995,34.574049342986996,7491119.0
2017-06-29,34.66,34.93,34.53,34.86,10181381.0,0.0,1.0,34.306800750872,34.574049342986996,34.178125502816,34.504762670957,10181381.0
2017-06-28,34.57,34.75,34.46,34.58,10999486.0,0.0,1.0,34.217717886833,34.39588361491,34.108838830786,34.227615982837,10999486.0
2017-06-27,34.33,34.5,34.015,34.21,11654253.0,0.0,1.0,33.98016358273,34.148431214803,33.668373558595,33.861386430678,11654253.0
2017-06-26,34.27,34.65,34.18,34.52,11833681.0,0.0,1.0,33.920775006704,34.296902654867,33.831692142666,34.168227406811,11833681.0
2017-06-23,34.14,34.27,33.96,34.2,10050150.0,0.0,1.0,33.792099758648,33.920775006704,33.613934030570995,33.851488334674,10050150.0
2017-06-22,34.05,34.34,33.86,34.19,8866784.0,0.0,1.0,33.70301689461,33.990061678734,33.514953070528,33.84159023867,8866784.0
2017-06-21,34.48,34.5,33.95,34.13,9119951.0,0.0,1.0,34.128635022794,34.148431214803,33.604035934567,33.782201662644,9119951.0
2017-06-20,34.34,34.52,34.15,34.4,8287766.0,0.0,1.0,33.990061678734,34.168227406811,33.801997854653,34.049450254759996,8287766.0
2017-06-19,34.37,34.57,34.28,34.35,11031005.0,0.0,1.0,34.019755966747,34.217717886833,33.930673102709,33.999959774739,11031005.0
2017-06-16,34.59,34.6,33.925,34.29,16141844.0,0.0,1.0,34.237514078842004,34.247412174846,33.579290694556,33.940571198713,16141844.0
2017-06-15,34.41,34.67,34.38,34.6,10145467.0,0.0,1.0,34.059348350764,34.316698846876,34.029654062751,34.247412174846,10145467.0
2017-06-14,34.54,34.64,34.15,34.61,10536106.0,0.0,1.0,34.18802359882,34.287004558863,33.801997854653,34.25731027085,10536106.0
2017-06-13,34.68,34.7,34.2,34.51,12077961.0,0.0,1.0,34.32659694288,34.346393134889,33.851488334674,34.158329310807,12077961.0
2017-06-12,34.22,34.82,34.22,34.68,14304869.0,0.0,1.0,33.871284526683,34.46517028694,33.871284526683,34.32659694288,14304869.0
2017-06-09,34.05,34.44,34.05,34.34,14848879.0,0.0,1.0,33.70301689461,34.089042638777,33.70301689461,33.990061678734,14848879.0
2017-06-08,33.88,34.22,33.8401,34.11,10729996.0,0.0,1.0,33.534749262537,33.871284526683,33.49525585948,33.762405470636004,10729996.0
2017-06-07,34.19,34.46,34.09,34.34,12944708.0,0.38,1.0,33.84159023867,34.108838830786,33.742609278627,33.990061678734,12944708.0
2017-06-06,34.33,34.48,34.1,34.43,11506801.0,0.0,1.0,33.608260870707,33.755107335333,33.383096291613995,33.706158513790996,11506801.0
2017-06-05,34.47,34.74,34.26,34.46,11878462.0,0.0,1.0,33.745317571023996,34.009641207350995,33.539732520548,33.735527806716,11878462.0
2017-06-02,34.35,34.53,33.96,34.45,11649819.0,0.0,1.0,33.627840399324,33.804056156875,33.246039591297,33.725738042408,11649819.0
2017-06-01,34.06,34.87,33.05,34.43,22637505.0,0.0,1.0,33.34393723438,34.13690814336,32.355171039233,33.706158513790996,22637505.0
2017-05-31,33.71,33.97,33.48,33.93,16397933.0,0.0,1.0,33.001295483587,33.255829355605,32.776130904493996,33.216670298371,16397933.0
2017-05-30,33.09,33.735,33.04,33.53,13917183.0,0.0,1.0,32.394330096466,33.025769894358,32.345381274924996,32.825079726036,13917183.0
2017-05-26,32.36,33.07,32.24,33.07,16762163.0,0.0,1.0,31.679677301954,32.37475056785,31.562200130253,32.37475056785,16762163.0
2017-05-25,33.2,33.47,31.92,32.6,32333434.0,0.0,1.0,32.502017503859,32.766341140185,31.248927672385,31.914631645355,32333434.0
2017-05-24,33.2,33.41,33.0,33.2,10709090.0,0.0,1.0,32.502017503859,32.707602554335,32.306222217691,32.502017503859,10709090.0
2017-05-23,33.05,33.4,33.005,33.22,17572274.0,0.0,1.0,32.355171039233,32.697812790027,32.311117099845,32.521597032476,17572274.0
2017-05-22,32.97,33.25,32.74,32.92,18208493.0,0.0,1.0,32.276852924766004,32.550966325401,32.051688345673,32.227904103224,18208493.0
2017-05-19,32.55,32.97,32.51,32.72,13993260.0,0.0,1.0,31.865682823813,32.276852924766004,31.82652376658,32.032108817056,13993260.0
2017-05-18,32.23,32.67,32.21,32.47,14009801.0,0.0,1.0,31.552410365945,31.983159995514,31.532830837328,31.787364709345997,14009801.0
2017-05-17,33.16,33.51,32.09,32.42,18541429.0,0.0,1.0,32.462858446625,32.805500197419,31.415353665627,31.738415887804,18541429.0
